code,code_system,include,term,notes
"""MedCodeId""",UNKNOWN,true,"""Term""	""OriginalReadCode""	""CleansedReadCode""	""SnomedCTConceptId""	""SnomedCTDescriptionId""	""Release""	""BMICat""",
"""1773761000006113""",UNKNOWN,true,"""weight advice - not appropriate [mosaic trial]""	""EMISNQMO74""	""""	""1773761000006109""	1773761000006113	NA	""None""",
"""1778201000006111""",UNKNOWN,true,"""group session: weight management""	""EMISNQGR22""	""""	""1778201000006107""	1778201000006111	NA	""None""",
"""1793211000000118""",UNKNOWN,true,"""cycle of change stage, weight management""	""67K9""	""67K9.00""	""802041000000102""	1793211000000118	NA	""None""",
"""1808071000006119""",UNKNOWN,true,"""body mass index 18.5-24.9""	""JHCBO5""	""""	""1808071000006103""	1808071000006119	NA	""Normal""",
"""1809441000006111""",UNKNOWN,true,"""weight change""	""EMISNQWE11""	""""	""248346009""	370743012	NA	""None""",
"""1844501000006115""",UNKNOWN,true,"""referral to weight management special interest general practitioner""	""8H4n""	""8H4n.00""	""837181000000103""	2173461000000116	NA	""None""",
"""1910901000006116""",UNKNOWN,true,"""estimated weight""	""EMISNQES10""	""""	""1910901000006100""	1910901000006116	NA	""None""",
"""1910911000006118""",UNKNOWN,true,"""reported weight""	""EMISNQRE469""	""""	""1910911000006102""	1910911000006118	NA	""None""",
"""1911991000006118""",UNKNOWN,true,"""concern expressed by carer: weight""	""EMISNQCO214""	""""	""1911991000006102""	1911991000006118	NA	""None""",
"""1922491000006113""",UNKNOWN,true,"""down syndrome body mass index centile""	""22K9K""	""22K9K00""	""926011000000101""	2374311000000119	NA	""None""",
"""1929461000006112""",UNKNOWN,true,"""difference between actual and ideal weight""	""EMISNQDI160""	""""	""1929461000006108""	1929461000006112	NA	""None""",
"""1951141000006117""",UNKNOWN,true,"""body weight measurement not done""	""EMISNQBO55""	""""	""1951141000006101""	1951141000006117	NA	""None""",
"""1979501000006111""",UNKNOWN,true,"""weight management follow-up""	""EMISNQWE44""	""""	""1979501000006107""	1979501000006111	NA	""None""",
"""1979511000006114""",UNKNOWN,true,"""weight management 6 month follow-up""	""EMISNQWE45""	""""	""1979511000006105""	1979511000006114	NA	""None""",
"""1979521000006118""",UNKNOWN,true,"""weight management 12 month follow-up""	""EMISNQWE46""	""""	""1979521000006102""	1979521000006118	NA	""None""",
"""1979531000006115""",UNKNOWN,true,"""lost to weight management follow-up""	""EMISNQLO37""	""""	""1979531000006104""	1979531000006115	NA	""None""",
"""1979961000006118""",UNKNOWN,true,"""weight management 3 month follow-up""	""EMISNQWE47""	""""	""1979961000006102""	1979961000006118	NA	""None""",
"""1995641000006115""",UNKNOWN,true,"""malnutrition universal screening tool - weight loss score""	""EMISNQMA169""	""""	""1995641000006104""	1995641000006115	NA	""None""",
"""2000621000006111""",UNKNOWN,true,"""date for weight management intervention offered to patient""	""EMISNQDA49""	""""	""2000621000006107""	2000621000006111	NA	""None""",
"""2173321000000116""",UNKNOWN,true,"""referral to residential weight management programme""	""8HHH1""	""8HHH100""	""837111000000105""	2173321000000116	NA	""None""",
"""2196031000000118""",UNKNOWN,true,"""baseline body mass index centile""	""22K90""	""22K9000""	""846911000000109""	2196031000000118	NA	""None""",
"""2265731000000113""",UNKNOWN,true,"""seen in weight management clinic""	""9N1yK""	""9N1yK00""	""700154005""	2989210012	NA	""None""",
"""2316211000000111""",UNKNOWN,true,"""unintentional weight gain""	""1629""	""1629.00""	""441361000124104""	653951000124115	NA	""None""",
"""2325341000000118""",UNKNOWN,true,"""weight loss importance score""	""66CY""	""66CY.00""	""1083591000000106""	2715371000000119	NA	""None""",
"""2325381000000114""",UNKNOWN,true,"""weight loss confidence score""	""66Ca""	""66Ca.00""	""1083571000000107""	2715331000000116	NA	""None""",
"""2326311000000114""",UNKNOWN,true,"""intensive weight management programme commenced""	""66Cb""	""66Cb.00""	""904551000000107""	2326311000000114	NA	""None""",
"""2326451000000118""",UNKNOWN,true,"""intensive weight management programme ended""	""66Cc""	""66Cc.00""	""904611000000107""	2326451000000118	NA	""None""",
"""2326491000000114""",UNKNOWN,true,"""intensive weight management programme declined""	""66Cd""	""66Cd.00""	""904631000000104""	2326491000000114	NA	""None""",
"""2376331000000119""",UNKNOWN,true,"""down's syndrome weight centile""	""64k""	""64k..00""	""926111000000100""	2376331000000119	NA	""None""",
"""2636651000000112""",UNKNOWN,true,"""unsuitable for body weight measurement""	""9NSa""	""""	""1046351000000106""	2636651000000112	NA	""None""",
"""2642891000006110""",UNKNOWN,true,"""weight gain""	""^ESCTWE264289""	""""	""8943002""	15766010	NA	""None""",
"""2714971000000116""",UNKNOWN,true,"""signposting to weight management service""	""ESCTSI55""	""""	""1083431000000109""	2714971000000116	NA	""None""",
"""2865221000006115""",UNKNOWN,true,"""impaired glucose tolerance in obese""	""^ESCTIM286522""	""""	""22910008""	38465017	NA	""Obese""",
"""2934311000006118""",UNKNOWN,true,"""weight""	""^ESCTWE293431""	""""	""27113001""	598581000000118	NA	""None""",
"""3044831000006118""",UNKNOWN,true,"""weight maintenance regimen""	""^ESCTWE304483""	""""	""33861001""	56522019	NA	""None""",
"""3070611000006119""",UNKNOWN,true,"""normal bmi (body mass index)""	""^ESCTNO307061""	""""	""35425004""	2227901000000117	NA	""Normal""",
"""3087271000006119""",UNKNOWN,true,"""poor weight gain""	""^ESCTPO308727""	""""	""36440009""	1228649014	NA	""None""",
"""3087281000006116""",UNKNOWN,true,"""not putting on weight""	""^ESCTNO308728""	""""	""36440009""	1228650014	NA	""None""",
"""3087291000006118""",UNKNOWN,true,"""not gaining weight""	""^ESCTNO308729""	""""	""36440009""	1228651013	NA	""None""",
"""3203281000006116""",UNKNOWN,true,"""normal weight""	""^ESCTNO320328""	""""	""43664005""	72805014	NA	""Normal""",
"""3484791000006113""",UNKNOWN,true,"""weight: body mass""	""^ESCTWE348479""	""""	""60621009""	2164080013	NA	""None""",
"""3484801000006114""",UNKNOWN,true,"""bmi - body mass index""	""^ESCTBM348480""	""""	""60621009""	2164081012	NA	""None""",
"""3952531000006117""",UNKNOWN,true,"""weight loss""	""^ESCTWE395253""	""""	""89362005""	148168013	NA	""None""",
"""3976301000006116""",UNKNOWN,true,"""heavy (weight)""	""^ESCTHE397630""	""""	""90845004""	150547014	NA	""Overweight""",
"""4150511000006113""",UNKNOWN,true,"""weight finding""	""^ESCTWE415051""	""""	""107647005""	202291010	NA	""None""",
"""4544701000006119""",UNKNOWN,true,"""losing weight""	""^ESCTLO454470""	""""	""161832001""	252193012	NA	""None""",
"""4544711000006116""",UNKNOWN,true,"""progressive weight loss""	""^ESCTPR454471""	""""	""161832001""	2646366011	NA	""None""",
"""4551811000006113""",UNKNOWN,true,"""on examination - weight""	""^ESCTON455181""	""""	""162763007""	2667035013	NA	""None""",
"""4551821000006117""",UNKNOWN,true,"""o/e - weight greater than 20% below ideal""	""^ESCTOE455182""	""""	""162764001""	253678016	NA	""Underweight""",
"""4553701000006115""",UNKNOWN,true,"""body mass index 25-29 - overweight""	""^ESCTBO455370""	""""	""162863004""	2773979010	NA	""Overweight""",
"""4553721000006113""",UNKNOWN,true,"""bmi 25-29 - overweight""	""^ESCTBM455372""	""""	""162863004""	2164215019	NA	""Overweight""",
"""4553741000006118""",UNKNOWN,true,"""bmi 30+ - obesity""	""^ESCTBM455374""	""""	""162864005""	2164216018	NA	""Obese""",
"""4636861000006111""",UNKNOWN,true,"""has seen dietitian - obesity""	""^ESCTHA463686""	""""	""170797005""	264755013	NA	""Obese""",
"""4636941000006119""",UNKNOWN,true,"""ibw - ideal body weight""	""^ESCTIB463694""	""""	""170804003""	1221466010	NA	""None""",
"""4935051000006112""",UNKNOWN,true,"""excessive weight gain""	""^ESCTEX493505""	""""	""224994002""	338162014	NA	""None""",
"""4937201000006110""",UNKNOWN,true,"""weight and body mass assessment procedure""	""^ESCTWE493720""	""""	""225171007""	2642344018	NA	""None""",
"""4986261000006116""",UNKNOWN,true,"""g/kg body weight""	""^ESCTGK498626""	""""	""228919004""	343145016	NA	""None""",
"""5117851000006111""",UNKNOWN,true,"""patient overweight""	""^ESCTPA511785""	""""	""238131007""	356961016	NA	""Overweight""",
"""5192431000006115""",UNKNOWN,true,"""obesity monitoring status""	""^ESCTOB519243""	""""	""243862009""	364697010	NA	""Obese""",
"""5247501000006116""",UNKNOWN,true,"""overestimates own body weight""	""^ESCTOV524750""	""""	""247697005""	369845019	NA	""None""",
"""5247511000006118""",UNKNOWN,true,"""underestimates own body weight""	""^ESCTUN524751""	""""	""247698000""	369846018	NA	""None""",
"""5253111000006115""",UNKNOWN,true,"""actions to lose weight""	""^ESCTAC525311""	""""	""248114003""	370408012	NA	""None""",
"""5253131000006114""",UNKNOWN,true,"""self-induced purging to lose weight""	""^ESCTSE525313""	""""	""248118000""	370413011	NA	""None""",
"""5253151000006119""",UNKNOWN,true,"""excessive exercising to lose weight""	""^ESCTEX525315""	""""	""248120002""	370415016	NA	""None""",
"""5255641000006112""",UNKNOWN,true,"""body fat observable""	""^ESCTBO525564""	""""	""248300009""	370680014	NA	""None""",
"""5255651000006114""",UNKNOWN,true,"""body fat""	""^ESCTBO525565""	""""	""248300009""	370679011	NA	""None""",
"""5255681000006118""",UNKNOWN,true,"""distribution of body fat""	""^ESCTDI525568""	""""	""248303006""	370683011	NA	""None""",
"""5255791000006110""",UNKNOWN,true,"""centripetal obesity""	""^ESCTCE525579""	""""	""248311001""	370693016	NA	""Obese""",
"""5255821000006118""",UNKNOWN,true,"""truncal obesity""	""^ESCTTR525582""	""""	""248311001""	370696012	NA	""Obese""",
"""5256141000006114""",UNKNOWN,true,"""weight fluctuates""	""^ESCTWE525614""	""""	""248332009""	370728010	NA	""None""",
"""5256251000006115""",UNKNOWN,true,"""patient underweight""	""^ESCTPA525625""	""""	""248342006""	370739013	NA	""Underweight""",
"""5256261000006118""",UNKNOWN,true,"""weight trend""	""^ESCTWE525626""	""""	""248343001""	370740010	NA	""None""",
"""5256281000006111""",UNKNOWN,true,"""percentage change in weight""	""^ESCTPE525628""	""""	""248347000""	370744018	NA	""None""",
"""5256351000006114""",UNKNOWN,true,"""percentage overweight""	""^ESCTPE525635""	""""	""248354006""	370751010	NA	""Overweight""",
"""5256361000006111""",UNKNOWN,true,"""percentage underweight""	""^ESCTPE525636""	""""	""248355007""	370752015	NA	""Underweight""",
"""5256371000006116""",UNKNOWN,true,"""weight centile""	""^ESCTWE525637""	""""	""248356008""	370753013	NA	""None""",
"""5256381000006118""",UNKNOWN,true,"""trend in weight centile""	""^ESCTTR525638""	""""	""248357004""	370754019	NA	""None""",
"""5256391000006115""",UNKNOWN,true,"""weight for height""	""^ESCTWE525639""	""""	""248358009""	370755018	NA	""None""",
"""5256431000006114""",UNKNOWN,true,"""lean body mass""	""^ESCTLE525643""	""""	""248362003""	370759012	NA	""None""",
"""5273061000006119""",UNKNOWN,true,"""obese abdomen""	""^ESCTOB527306""	""""	""249533007""	372311018	NA	""Obese""",
"""5451371000006112""",UNKNOWN,true,"""weight decreased""	""^ESCTWE545137""	""""	""262285001""	390216012	NA	""None""",
"""5451381000006110""",UNKNOWN,true,"""weight increased""	""^ESCTWE545138""	""""	""262286000""	390217015	NA	""None""",
"""5494311000006110""",UNKNOWN,true,"""weight-reducing diet education""	""^ESCTWE549431""	""""	""266724001""	2575862017	NA	""Overweight""",
"""5494331000006116""",UNKNOWN,true,"""dietary advice for weight reduction""	""^ESCTDI549433""	""""	""266724001""	397176010	NA	""Overweight""",
"""5507901000006110""",UNKNOWN,true,"""o/e - weight greater than 20% over ideal""	""^ESCTOE550790""	""""	""268916007""	5507901000006110	NA	""Overweight""",
"""5517001000006111""",UNKNOWN,true,"""localised adiposity""	""^ESCTLO551700""	""""	""270486005""	405102010	NA	""Overweight""",
"""5524151000006112""",UNKNOWN,true,"""weight stable""	""^ESCTWE552415""	""""	""271398006""	406170010	NA	""None""",
"""5526441000006112""",UNKNOWN,true,"""obese build""	""^ESCTOB552644""	""""	""271590003""	406434015	NA	""Obese""",
"""5584101000006118""",UNKNOWN,true,"""preoccupation with body weight""	""^ESCTPR558410""	""""	""276360005""	412456010	NA	""None""",
"""5686501000006114""",UNKNOWN,true,"""obesity diet education""	""^ESCTOB568650""	""""	""284352003""	2575926017	NA	""Obese""",
"""5742301000006117""",UNKNOWN,true,"""exercising to lose weight""	""^ESCTEX574230""	""""	""289169006""	428981013	NA	""None""",
"""5892201000006119""",UNKNOWN,true,"""observation of body mass index""	""^ESCTOB589220""	""""	""301331008""	1226967010	NA	""None""",
"""5892251000006115""",UNKNOWN,true,"""body weight problem""	""^ESCTBO589225""	""""	""301336003""	442614014	NA	""None""",
"""5986631000006118""",UNKNOWN,true,"""excessive weight loss""	""^ESCTEX598663""	""""	""309257005""	452625013	NA	""None""",
"""5998281000006119""",UNKNOWN,true,"""bmi less than 20""	""^ESCTBM599828""	""""	""310252000""	2164663010	NA	""Underweight""",
"""5999801000006118""",UNKNOWN,true,"""obesity monitoring invitation""	""^ESCTOB599980""	""""	""310428009""	454001017	NA	""Obese""",
"""6204841000006117""",UNKNOWN,true,"""weight reduction diet""	""^ESCTWE620484""	""""	""359649009""	474254012	NA	""Overweight""",
"""6251131000006111""",UNKNOWN,true,"""weight gain (amount)""	""^ESCTWE625113""	""""	""363805003""	486929012	NA	""None""",
"""6251141000006118""",UNKNOWN,true,"""weight loss (amount)""	""^ESCTWE625114""	""""	""363806002""	486930019	NA	""None""",
"""6251151000006116""",UNKNOWN,true,"""body weight measure""	""^ESCTBO625115""	""""	""363808001""	486932010	NA	""None""",
"""6251171000006114""",UNKNOWN,true,"""usual body weight""	""^ESCTUS625117""	""""	""363809009""	486933017	NA	""None""",
"""6509591000006118""",UNKNOWN,true,"""weight maintenance regimen""	""^ESCTWE650959""	""""	""388962008""	1483023011	NA	""None""",
"""6509811000006113""",UNKNOWN,true,"""weight gain regimen""	""^ESCTWE650981""	""""	""388978005""	1483039016	NA	""None""",
"""6611061000006111""",UNKNOWN,true,"""referral to weight maintenance regimen service""	""^ESCTRE661106""	""""	""398752005""	1778259013	NA	""None""",
"""6702411000006117""",UNKNOWN,true,"""general appraisal of patient weight""	""^ESCTGE670241""	""""	""404639000""	2156534018	NA	""None""",
"""6759901000006112""",UNKNOWN,true,"""refer to weight management program""	""^ESCTRE675990""	""""	""408289007""	2155232012	NA	""None""",
"""6763391000006114""",UNKNOWN,true,"""body mass index 40+ - morbidly obese""	""^ESCTBO676339""	""""	""408512008""	3005953017	NA	""Obese""",
"""6763401000006111""",UNKNOWN,true,"""bmi (body mass index) 40+ - severely obese""	""^ESCTBM676340""	""""	""408512008""	2227961000000118	NA	""Obese""",
"""6866991000006116""",UNKNOWN,true,"""obese""	""^ESCTOB686699""	""""	""414915002""	2535064011	NA	""Obese""",
"""6997371000006111""",UNKNOWN,true,"""unexplained weight loss""	""^ESCTUN699737""	""""	""422868009""	2645676012	NA	""None""",
"""7067191000006116""",UNKNOWN,true,"""recent weight loss""	""^ESCTRE706719""	""""	""426977000""	2676113010	NA	""None""",
"""7068841000006116""",UNKNOWN,true,"""body mass index less than 16.5""	""^ESCTBO706884""	""""	""427090001""	2673915012	NA	""Underweight""",
"""7075901000006114""",UNKNOWN,true,"""recent weight gain""	""^ESCTRE707590""	""""	""427572007""	2676077016	NA	""None""",
"""7098251000006115""",UNKNOWN,true,"""dietary education for weight gain""	""^ESCTDI709825""	""""	""429095004""	2695772019	NA	""Underweight""",
"""7116681000006115""",UNKNOWN,true,"""abnormal intentional weight loss""	""^ESCTAB711668""	""""	""430237002""	2774266017	NA	""None""",
"""7297941000006116""",UNKNOWN,true,"""weight/weight ratio""	""^ESCTWE729794""	""""	""444793006""	3014871012	NA	""None""",
"""7309791000006112""",UNKNOWN,true,"""dry body weight""	""^ESCTDR730979""	""""	""445541000""	2871038018	NA	""None""",
"""7309801000006113""",UNKNOWN,true,"""dry weight""	""^ESCTDR730980""	""""	""445541000""	2871039014	NA	""None""",
"""7332961000006118""",UNKNOWN,true,"""bmi (body mass index) centile""	""^ESCTBM733296""	""""	""446974000""	2228211000000113	NA	""None""",
"""7504441000006114""",UNKNOWN,true,"""measurement of body mass index""	""^ESCTME750444""	""""	""698094009""	2987393017	NA	""None""",
"""7508801000006119""",UNKNOWN,true,"""patient advised about weight management""	""^ESCTPA750880""	""""	""698471002""	2974609015	NA	""None""",
"""7597101000006110""",UNKNOWN,true,"""self-induced vomiting to lose weight""	""^ESCTSE759710""	""""	""705001007""	3015096018	NA	""None""",
"""7732441000006111""",UNKNOWN,true,"""percentage median body mass index for age and sex""	""^ESCTPE773244""	""""	""715456008""	3302687017	NA	""None""",
"""7758811000006114""",UNKNOWN,true,"""obesity due to melanocortin 4 receptor deficiency""	""^ESCTOB775881""	""""	""717269008""	3308908016	NA	""Obese""",
"""7771291000006114""",UNKNOWN,true,"""weight management programme""	""^ESCTWE777129""	""""	""718361005""	3311999018	NA	""None""",
"""7771301000006110""",UNKNOWN,true,"""weight management program""	""^ESCTWE777130""	""""	""718361005""	3311998014	NA	""None""",
"""7833991000006118""",UNKNOWN,true,"""overweight in adulthood with body mass index of 25 or more but less than 30""	""^ESCTOV783399""	""""	""722595002""	3332833014	NA	""Overweight""",
"""7879461000006116""",UNKNOWN,true,"""weight""	""^ESCTWE787946""	""""	""726527001""	3450321013	NA	""None""",
"""8024931000006112""",UNKNOWN,true,"""severe obesity""	""^ESCTSE802493""	""""	""83911000119104""	3289704018	NA	""Obese""",
"""8224961000006113""",UNKNOWN,true,"""dieting for weight loss""	""^ESCTDI822496""	""""	""723751000000104""	1582531000000116	NA	""None""",
"""8268241000006115""",UNKNOWN,true,"""weight chart""	""^ESCTWE826824""	""""	""820441000000103""	2136871000000115	NA	""None""",
"""8270211000006112""",UNKNOWN,true,"""anti-obesity drug therapy""	""^ESCTAN827021""	""""	""822741000000107""	2141861000000117	NA	""Obese""",
"""8278851000006114""",UNKNOWN,true,"""referral to weight management gpwsi (general practitioner with special interest)""	""^ESCTRE827885""	""""	""837181000000103""	2173491000000110	NA	""None""",
"""8286961000006110""",UNKNOWN,true,"""baseline bmi (body mass index) centile""	""^ESCTBA828696""	""""	""846911000000109""	2228231000000117	NA	""None""",
"""8286991000006119""",UNKNOWN,true,"""baseline bmi (body mass index)""	""^ESCTBA828699""	""""	""846931000000101""	2228241000000114	NA	""None""",
"""8291811000006111""",UNKNOWN,true,"""maximum bmi (body mass index)""	""^ESCTMA829181""	""""	""852451000000103""	2207891000000113	NA	""None""",
"""9423891000006114""",UNKNOWN,true,"""slow weight gain""	""^ESCTSL942389""	""""	""11717701000119108""	3332472016	NA	""None""",
"""11905011000006114""",UNKNOWN,true,"""o/e - weight""	""^ESCT1190501""	""""	""162763007""	253677014	NA	""None""",
"""11923361000006119""",UNKNOWN,true,"""finding of body mass index""	""^ESCT1192336""	""""	""301331008""	442609010	NA	""None""",
"""11929721000006110""",UNKNOWN,true,"""expectation of weight management programme""	""^ESCT1192972""	""""	""777891000000105""	1738991000000118	NA	""None""",
"""12113161000006113""",UNKNOWN,true,"""obese class i""	""^ESCT1211316""	""""	""443371000124107""	660381000124114	NA	""Obese""",
"""12113181000006115""",UNKNOWN,true,"""obese class ii""	""^ESCT1211318""	""""	""443381000124105""	660421000124116	NA	""Obese""",
"""13638231000006115""",UNKNOWN,true,"""self reported body weight""	""^ESCT1363823""	""""	""784399000""	3768525013	NA	""None""",
"""13911231000006116""",UNKNOWN,true,"""obesity in adolescence""	""^ESCT1391123""	""""	""788996008""	3786365014	NA	""Obese""",
"""13926671000006119""",UNKNOWN,true,"""obese class iii""	""^ESCT1392667""	""""	""819948005""	3858271015	NA	""Obese""",
"""14166701000006113""",UNKNOWN,true,"""weight loss process""	""^ESCT1416670""	""""	""1055212009""	4283086013	NA	""None""",
"""14176391000006111""",UNKNOWN,true,"""referral to weight management service""	""^ESCT1417639""	""""	""1326201000000101""	2844541000000114	NA	""None""",
"""14176401000006113""",UNKNOWN,true,"""weight management service not available""	""^ESCT1417640""	""""	""1326221000000105""	2844571000000115	NA	""None""",
"""918271000006119""",UNKNOWN,true,"""pt advised re wt reducing diet""	""PC0645""	""""	""918271000006103""	918271000006119	NA	""Overweight""",
