code,code_system,include,term,notes
"""medcodeid""",UNKNOWN,true,"""Observations""	""OriginalReadCode""	""CleansedReadCode""	""term""	""SnomedCTConceptId""	""SnomedCTDescriptionId""	""EmisCodeCategoryId""	""smoking_status""",
"""1592611000000110""",UNKNOWN,true,"82680	""137m""	""137m.00""	""failed attempt to stop smoking""	""446172000""	""2882460017""	17	""current or former""",
"""1626121000006116""",UNKNOWN,true,"17695	""EMISNQSM6""	NA	""smoking cessation drug therapy - varenicline""	""1626121000006100""	""1626121000006116""	32	""current or former""",
"""1651711000000113""",UNKNOWN,true,"49884	""9NdW""	""9NdW.00""	""consent given for smoking cessation data sharing""	""750851000000104""	""1651711000000113""	37	""current or former""",
"""1653781000000119""",UNKNOWN,true,"5667	""9NdZ""	""9NdZ.00""	""declined consent for smoking cessation data sharing""	""751661000000106""	""1653781000000119""	37	""current or former""",
"""1662911000000114""",UNKNOWN,true,"68627	""9Ndf""	""9Ndf.00""	""consent given for follow-up by smoking cessation team""	""755721000000107""	""1662911000000114""	37	""current or former""",
"""1662951000000113""",UNKNOWN,true,"223954	""9Ndg""	""9Ndg.00""	""declined consent for follow-up by smoking cessation team""	""755741000000100""	""1662951000000113""	37	""current or former""",
"""1676351000006110""",UNKNOWN,true,"2791	""EMISNQNI3""	NA	""nicotine replacement therapy using nicotine sublingual tablets""	""1676351000006106""	""1676351000006110""	32	""current or former""",
"""1694421000006112""",UNKNOWN,true,"1776	""9OO-z366""	NA	""stop smoking monitoring admin.""	""714001000000108""	""1694421000006112""	37	""current or former""",
"""1697731000006111""",UNKNOWN,true,"142	""EMISNQNI4""	NA	""nicotine replacement therapy not tolerated""	""1697731000006107""	""1697731000006111""	5	""current or former""",
"""1704491000006115""",UNKNOWN,true,"11438	""9kc0""	""9kc0.00""	""smoking cessation enhanced services administration monitoring template completed""	""374391000000106""	""1152711000000117""	37	""current or former""",
"""1709641000000115""",UNKNOWN,true,"485436	""9NS02""	""9NS0200""	""referral for smoking cessation service offered""	""767641000000109""	""1709641000000115""	37	""current or former""",
"""1714541000006110""",UNKNOWN,true,"414	""9ko""	""9ko..00""	""current smoker annual review - enhanced services admin""	""505651000000103""	""1152111000000118""	37	""current or former""",
"""1715591000006117""",UNKNOWN,true,"159982	""8HkQ""	""8HkQ.00""	""referral to national health service stop smoking service""	""505281000000106""	""1122921000000113""	40	""current or former""",
"""1716141000000117""",UNKNOWN,true,"13367	""13p8""	""13p8.00""	""lost to smoking cessation follow-up""	""768971000000109""	""1716141000000117""	17	""current or former""",
"""1741641000006117""",UNKNOWN,true,"1170	""9kc0-1""	""9kc0.11""	""smoking cessation esa monitoring template completed""	""374391000000106""	""1152711000000117""	37	""current or former""",
"""1750691000006115""",UNKNOWN,true,"1	""ALLERGY45674NEMIS""	NA	""adverse reaction to nicotine bitartrate""	""1750691000006104""	""1750691000006115""	5	""current or former""",
"""1750931000000118""",UNKNOWN,true,"177362	""8CdB""	""8CdB.00""	""stop smoking service opportunity signposted""	""783011000000105""	""1750931000000118""	32	""current or former""",
"""1751131000006116""",UNKNOWN,true,"1	""ALLERGY45672NEMIS""	NA	""adverse reaction to nicotine bitartrate""	""1751131000006100""	""1751131000006116""	5	""current or former""",
"""1751721000000113""",UNKNOWN,true,"68472	""9OOB""	""9OOB.00""	""stop smoking invitation short message service text message""	""783381000000101""	""1751721000000113""	37	""current or former""",
"""1755201000006117""",UNKNOWN,true,"2047	""9NdV""	""9NdV.00""	""consent given for follow-up evaluation after smoking cessation intervention""	""750821000000109""	""1651651000000115""	37	""current or former""",
"""1755231000006113""",UNKNOWN,true,"340	""9NdY""	""9NdY.00""	""declined consent for follow-up evaluation after smoking cessation intervention""	""751101000000101""	""1652471000000119""	37	""current or former""",
"""1777011000006118""",UNKNOWN,true,"689	""EMISNQRE259""	NA	""reason for referral: smoking cessation""	""1777011000006102""	""1777011000006118""	40	""current or former""",
"""1778181000006110""",UNKNOWN,true,"563	""EMISNQGR20""	NA	""group session: stop smoking education programme""	""1778181000006106""	""1778181000006110""	37	""current or former""",
"""1785671000006116""",UNKNOWN,true,"133954	""9OOB0""	""9OOB000""	""stop smoking invitation first short message service text message""	""783401000000101""	""1751761000000117""	37	""current or former""",
"""1785681000006118""",UNKNOWN,true,"9683	""9OOB1""	""9OOB100""	""stop smoking invitation second short message service text message""	""783441000000103""	""1751861000000114""	37	""current or former""",
"""1785691000006115""",UNKNOWN,true,"4655	""9OOB2""	""9OOB200""	""stop smoking invitation third short message service text message""	""783481000000106""	""1751951000000118""	37	""current or former""",
"""1809121000006113""",UNKNOWN,true,"7	""EMISNQWA11""	NA	""waterpipe tobacco consumption""	""1809121000006109""	""1809121000006113""	17	""current or former""",
"""1817431000006112""",UNKNOWN,true,"4630	""ZV4D7""	""ZV4D700""	""tobacco use and exposure""	""229819007""	""344513013""	32	""current or former""",
"""1819411000006114""",UNKNOWN,true,"167	""EMISNQSM14""	NA	""smoking increased""	""1819411000006105""	""1819411000006114""	17	""current or former""",
"""1823811000006115""",UNKNOWN,true,"5	""EMISNQSM15""	NA	""smoking cessation 12 week follow up""	""1823811000006104""	""1823811000006115""	37	""current or former""",
"""1825071000006116""",UNKNOWN,true,"130	""EMISNQSM16""	NA	""smoking cessation 12 week f/u not completed""	""1825071000006100""	""1825071000006116""	37	""current or former""",
"""1825081000006118""",UNKNOWN,true,"1628	""EMISNQSM17""	NA	""smoking cessation 12 week f/u completed""	""1825081000006102""	""1825081000006118""	37	""current or former""",
"""1833971000006116""",UNKNOWN,true,"504	""EMISNQST27""	NA	""stop smoking satisfaction questionnaire given""	""1833971000006100""	""1833971000006116""	37	""current or former""",
"""1873511000006118""",UNKNOWN,true,"14	""EMISNQCA1034""	NA	""care contact service: smoking/substance cessation/interven prog.""	""1873511000006102""	""1873511000006118""	37	""current or former""",
"""1925121000006113""",UNKNOWN,true,"21787	""8B2B0""	""8B2B000""	""issue of nicotine replacement therapy voucher""	""784481000000108""	""1754091000000110""	32	""current or former""",
"""1928201000006116""",UNKNOWN,true,"2	""ALLERGY95045NEMIS""	NA	""adverse reaction to nicotinell support""	""1928201000006100""	""1928201000006116""	5	""current or former""",
"""1973821000006117""",UNKNOWN,true,"8	""EMISICD10|F1700""	NA	""mental & behav dis due to use tobacco: acute intoxication, uncomplicated""	""1973821000006101""	""1973821000006117""	32	""current or former""",
"""1973841000006112""",UNKNOWN,true,"1	""EMISICD10|F1701""	NA	""mental & behav dis due to use tobacco: acute intoxication, with trauma or other bodily injury""	""1973841000006108""	""1973841000006112""	32	""current or former""",
"""1973851000006114""",UNKNOWN,true,"1	""EMISICD10|F1702""	NA	""mental & behav dis due to use tobacco: acute intoxication, with other medical complications""	""1973851000006105""	""1973851000006114""	32	""current or former""",
"""1973921000006114""",UNKNOWN,true,"1	""EMISICD10|F1703""	NA	""mental & behav dis due to use tobacco: acute intoxication, with delirium""	""1973921000006105""	""1973921000006114""	32	""current or former""",
"""1973951000006117""",UNKNOWN,true,"1	""EMISICD10|F1704""	NA	""mental & behav dis due to use tobacco: acute intoxication, with perceptual distortions""	""1973951000006101""	""1973951000006117""	32	""current or former""",
"""1973981000006113""",UNKNOWN,true,"1	""EMISICD10|F1705""	NA	""mental & behav dis due to use tobacco: acute intoxication, with coma""	""1973981000006109""	""1973981000006113""	32	""current or former""",
"""1974031000006110""",UNKNOWN,true,"1	""EMISICD10|F1706""	NA	""mental & behav dis due to use tobacco: acute intoxication, with convulsions""	""1974031000006106""	""1974031000006110""	32	""current or former""",
"""1974281000006116""",UNKNOWN,true,"8	""EMISICD10|F1720""	NA	""mental and behav dis due to use tobacco: dependence syndr, currently abstinent""	""1974281000006100""	""1974281000006116""	32	""current or former""",
"""1974311000006119""",UNKNOWN,true,"1	""EMISICD10|F1721""	NA	""mental and behav dis due to use tobacco: dependence syndr, currently abstinent, but in a protected environment""	""1974311000006103""	""1974311000006119""	32	""current or former""",
"""1974341000006115""",UNKNOWN,true,"2	""EMISICD10|F1722""	NA	""mental and behav dis due to use tobacco: dependence syndr, currently on a clinically supervised maintenance or replacement regime [controlled dependence]""	""1974341000006104""	""1974341000006115""	32	""current or former""",
"""1974371000006111""",UNKNOWN,true,"1	""EMISICD10|F1723""	NA	""mental and behav dis due to use tobacco: dependence syndr, currently abstinent, but receiving treatment with aversive or blocking drugs""	""1974371000006107""	""1974371000006111""	32	""current or former""",
"""1974401000006114""",UNKNOWN,true,"16	""EMISICD10|F1724""	NA	""mental and behav dis due to use tobacco: dependence syndr, currently using the substance [active dependence]""	""1974401000006105""	""1974401000006114""	32	""current or former""",
"""1974421000006116""",UNKNOWN,true,"150	""EMISICD10|F1725""	NA	""mental and behav dis due to use tobacco: dependence syndr, continuous use""	""1974421000006100""	""1974421000006116""	32	""current or former""",
"""1974461000006110""",UNKNOWN,true,"5	""EMISICD10|F1726""	NA	""mental and behav dis due to use tobacco: dependence syndr, episodic use [dipsomania]""	""1974461000006106""	""1974461000006110""	32	""current or former""",
"""1974501000006110""",UNKNOWN,true,"3	""EMISICD10|F1730""	NA	""mental and behav dis due to use tobacco: withdrawal state, uncomplicated""	""1974501000006106""	""1974501000006110""	32	""current or former""",
"""1974531000006119""",UNKNOWN,true,"1	""EMISICD10|F1731""	NA	""mental and behav dis due to use tobacco: withdrawal state, with convulsions""	""1974531000006103""	""1974531000006119""	32	""current or former""",
"""1974571000006116""",UNKNOWN,true,"1	""EMISICD10|F1740""	NA	""mental & behav dis due to tobacco: withdrawl state wth delirium, without convulsions""	""1974571000006100""	""1974571000006116""	32	""current or former""",
"""1974581000006118""",UNKNOWN,true,"1	""EMISICD10|F1741""	NA	""mental & behav dis due to tobacco: withdrawl state wth delirium, with convulsions""	""1974581000006102""	""1974581000006118""	32	""current or former""",
"""1974651000006110""",UNKNOWN,true,"5	""EMISICD10|F1750""	NA	""mental & behav dis due to use tobacco: psychotic disorder, schizophrenia-like""	""1974651000006106""	""1974651000006110""	32	""current or former""",
"""1974681000006119""",UNKNOWN,true,"1	""EMISICD10|F1751""	NA	""mental & behav dis due to use tobacco: psychotic disorder, predominantly delusional""	""1974681000006103""	""1974681000006119""	32	""current or former""",
"""1974711000006118""",UNKNOWN,true,"1	""EMISICD10|F1752""	NA	""mental & behav dis due to use tobacco: psychotic disorder, predominantly hallucinatory""	""1974711000006102""	""1974711000006118""	32	""current or former""",
"""1974741000006119""",UNKNOWN,true,"1	""EMISICD10|F1753""	NA	""mental & behav dis due to use tobacco: psychotic disorder, predominantly polymorphic""	""1974741000006103""	""1974741000006119""	32	""current or former""",
"""1974761000006115""",UNKNOWN,true,"2	""EMISICD10|F1754""	NA	""mental & behav dis due to use tobacco: psychotic disorder, predominantly depressive symptoms""	""1974761000006104""	""1974761000006115""	32	""current or former""",
"""1974791000006111""",UNKNOWN,true,"1	""EMISICD10|F1755""	NA	""mental & behav dis due to use tobacco: psychotic disorder, predominantly manic symptoms""	""1974791000006107""	""1974791000006111""	32	""current or former""",
"""1974811000006110""",UNKNOWN,true,"33	""EMISICD10|F1756""	NA	""mental & behav dis due to use tobacco: psychotic disorder, mixed""	""1974811000006106""	""1974811000006110""	32	""current or former""",
"""1974841000006114""",UNKNOWN,true,"1	""EMISICD10|F1770""	NA	""mental & behav dis due to tobacco: resid & late-onset psychot dis, flashbacks""	""1974841000006105""	""1974841000006114""	32	""current or former""",
"""1974871000006118""",UNKNOWN,true,"8	""EMISICD10|F1771""	NA	""mental & behav dis due to tobacco: resid & late-onset psychot dis, personality or behaviour disorder""	""1974871000006102""	""1974871000006118""	32	""current or former""",
"""1974911000006115""",UNKNOWN,true,"1	""EMISICD10|F1772""	NA	""mental & behav dis due to tobacco: resid & late-onset psychot dis, residual affective disorder""	""1974911000006104""	""1974911000006115""	32	""current or former""",
"""1974931000006114""",UNKNOWN,true,"1	""EMISICD10|F1773""	NA	""mental & behav dis due to tobacco: resid & late-onset psychot dis, dementia""	""1974931000006105""	""1974931000006114""	32	""current or former""",
"""1974961000006117""",UNKNOWN,true,"1	""EMISICD10|F1774""	NA	""mental & behav dis due to tobacco: resid & late-onset psychot dis, other persisting cognitive impairment""	""1974961000006101""	""1974961000006117""	32	""current or former""",
"""1974981000006110""",UNKNOWN,true,"1	""EMISICD10|F1775""	NA	""mental & behav dis due to tobacco: resid & late-onset psychot dis, late-onset psychotic disorder""	""1974981000006106""	""1974981000006110""	32	""current or former""",
"""1979471000006116""",UNKNOWN,true,"157	""EMISNQNI18""	NA	""nicotine replacement therapy using nicotine nasal spray""	""1979471000006100""	""1979471000006116""	32	""current or former""",
"""1979481000006118""",UNKNOWN,true,"1394	""EMISNQNI19""	NA	""nicotine replacement therapy using nicotine mouth spray""	""1979481000006102""	""1979481000006118""	32	""current or former""",
"""1979491000006115""",UNKNOWN,true,"15754	""EMISNQSM20""	NA	""smoking cessation follow-up""	""1979491000006104""	""1979491000006115""	32	""current or former""",
"""2141561000000115""",UNKNOWN,true,"396658	""8IEM""	""8IEM.00""	""smoking cessation drug therapy declined""	""822591000000108""	""2141561000000115""	32	""current or former""",
"""2170961000000116""",UNKNOWN,true,"13424	""137o""	""137o.00""	""waterpipe tobacco consumption""	""836001000000109""	""2170961000000116""	17	""current or former""",
"""2203381000000113""",UNKNOWN,true,"3453	""8HBP""	""8HBP.00""	""smoking cessation 12 week follow-up""	""850331000000104""	""2203381000000113""	32	""current or former""",
"""2251871000000112""",UNKNOWN,true,"562654	""8IEo""	""8IEo.00""	""referral to smoking cessation service declined""	""871641000000105""	""2251871000000112""	32	""current or former""",
"""2251911000000114""",UNKNOWN,true,"181111	""8T08""	""8T08.00""	""referral to smoking cessation service""	""871661000000106""	""2251911000000114""	40	""current or former""",
"""2462391000000119""",UNKNOWN,true,"64	""8IEM0""	""8IEM000""	""varenicline smoking cessation therapy declined""	""966971000000103""	""2462391000000119""	32	""current or former""",
"""2462431000000110""",UNKNOWN,true,"2766	""8B31G""	""8B31G00""	""varenicline smoking cessation therapy offered""	""966991000000104""	""2462431000000110""	32	""current or former""",
"""2636041000006110""",UNKNOWN,true,"195	""^ESCTCE263604""	NA	""cessation of smoking""	""8517006""	""15048013""	17	""current or former""",
"""2717211000000112""",UNKNOWN,true,"122547	""ESCTSI77""	NA	""signposting to smoking cessation service""	""1084381000000100""	""2717211000000112""	32	""current or former""",
"""2735181000000113""",UNKNOWN,true,"340905	""^ESCT1172035""	NA	""ex-smoker amount unknown""	""1092031000000108""	""2735181000000113""	17	""current or former""",
"""2735201000000112""",UNKNOWN,true,"468	""^ESCT1172036""	NA	""ex-very heavy smoker (40+/day)""	""1092041000000104""	""2735201000000112""	17	""current or former""",
"""2735281000000119""",UNKNOWN,true,"2689	""^ESCT1172039""	NA	""ex-heavy smoker (20-39/day)""	""1092071000000105""	""2735281000000119""	17	""current or former""",
"""2735331000000112""",UNKNOWN,true,"3531	""^ESCT1172042""	NA	""ex-moderate smoker (10-19/day)""	""1092091000000109""	""2735331000000112""	17	""current or former""",
"""2735381000000111""",UNKNOWN,true,"3929	""^ESCT1172045""	NA	""ex-light smoker (1-9/day)""	""1092111000000104""	""2735381000000111""	17	""current or former""",
"""2735421000000119""",UNKNOWN,true,"2948	""^ESCT1172048""	NA	""ex-trivial smoker (<1/day)""	""1092131000000107""	""2735421000000119""	17	""current or former""",
"""2741221000000116""",UNKNOWN,true,"5	""^ESCT1172297""	NA	""referral for brief intervention for smoking cessation""	""1094321000000100""	""2741221000000116""	31	""current or former""",
"""3142921000006110""",UNKNOWN,true,"118	""^ESCTTO314292""	NA	""tobacco""	""39953003""	""66552013""	31	""current or former""",
"""3374141000006117""",UNKNOWN,true,"85	""^ESCTTO337414""	NA	""tolerant ex-smoker""	""53896009""	""89595016""	17	""current or former""",
"""3414821000006119""",UNKNOWN,true,"2	""^ESCTNI341482""	NA	""nicotine dependence""	""56294008""	""93617013""	5	""current or former""",
"""3419101000006116""",UNKNOWN,true,"2533	""^ESCTMO341910""	NA	""moderate smoker (20 or less per day)""	""56578002""	""94089011""	17	""current or former""",
"""3422221000006116""",UNKNOWN,true,"1481	""^ESCTHE342222""	NA	""heavy smoker (over 20 per day)""	""56771006""	""94417014""	17	""current or former""",
"""3430571000006116""",UNKNOWN,true,"25	""^ESCTTO343057""	NA	""tobacco""	""57264008""	""95243015""	31	""current or former""",
"""3582451000006114""",UNKNOWN,true,"7	""^ESCTCI358245""	NA	""cigarette smoking tobacco""	""66562002""	""110585013""	31	""current or former""",
"""3615221000006116""",UNKNOWN,true,"12	""^ESCTNI361522""	NA	""nicotine""	""68540007""	""113837018""	31	""current or former""",
"""3831881000006117""",UNKNOWN,true,"2	""^ESCTCH383188""	NA	""chewing tobacco""	""81911001""	""135880016""	31	""current or former""",
"""3874641000006110""",UNKNOWN,true,"2	""^ESCTPI387464""	NA	""pipe smoking tobacco""	""84498003""	""140113010""	31	""current or former""",
"""3946841000006114""",UNKNOWN,true,"3	""^ESCTNI394684""	NA	""nicotine stomatitis""	""89013002""	""508311013""	32	""current or former""",
"""3959111000006111""",UNKNOWN,true,"1993	""^ESCTTO395911""	NA	""tobacco dependence syndrome""	""89765005""	""148820017""	32	""current or former""",
"""4074561000006112""",UNKNOWN,true,"88	""^ESCTTO407456""	NA	""tobacco smoke""	""102407002""	""165611018""	31	""current or former""",
"""4074571000006117""",UNKNOWN,true,"225	""^ESCTCI407457""	NA	""cigarette smoke""	""102408007""	""165612013""	31	""current or former""",
"""4153241000006117""",UNKNOWN,true,"63	""^ESCTSM415324""	NA	""smoking and/or drinking habits""	""108333003""	""172772016""	31	""current or former""",
"""4153251000006115""",UNKNOWN,true,"1	""^ESCTSM415325""	NA	""smoking/drinking/substance abuse habits""	""108333003""	""3084413016""	31	""current or former""",
"""4180331000006118""",UNKNOWN,true,"15	""^ESCTTO418033""	NA	""tobacco use""	""110483000""	""2923440014""	32	""current or former""",
"""4939261000006116""",UNKNOWN,true,"72424	""^ESCTSM493926""	NA	""smoking effects education""	""225324006""	""2575785013""	17	""current or former""",
"""4948531000006116""",UNKNOWN,true,"68	""^ESCTSM494853""	NA	""smokes in bed""	""225934006""	""339459013""	17	""current or former""",
"""4980561000006117""",UNKNOWN,true,"3392	""^ESCTTI498056""	NA	""time since stopped smoking""	""228486009""	""342573017""	17	""current or former""",
"""4980711000006110""",UNKNOWN,true,"55	""^ESCTFI498071""	NA	""finding relating to moist tobacco use""	""228499007""	""342587017""	31	""current or former""",
"""4980741000006114""",UNKNOWN,true,"6	""^ESCTMO498074""	NA	""moist tobacco consumption""	""228500003""	""342589019""	31	""current or former""",
"""4980781000006115""",UNKNOWN,true,"18	""^ESCTUS498078""	NA	""user of moist powdered tobacco""	""228504007""	""342593013""	31	""current or former""",
"""4980831000006112""",UNKNOWN,true,"12	""^ESCTFI498083""	NA	""finding relating to tobacco chewing""	""228509002""	""342598016""	31	""current or former""",
"""4980851000006117""",UNKNOWN,true,"2	""^ESCTCH498085""	NA	""chewed tobacco consumption""	""228510007""	""342599012""	31	""current or former""",
"""4980911000006113""",UNKNOWN,true,"2	""^ESCTCH498091""	NA	""chews loose leaf tobacco""	""228516001""	""342605017""	31	""current or former""",
"""4980951000006114""",UNKNOWN,true,"4	""^ESCTTI498095""	NA	""time since stopped chewing tobacco""	""228520002""	""342609011""	31	""current or former""",
"""5003141000006118""",UNKNOWN,true,"5	""^ESCTTR500314""	NA	""trivial cigarette smoker""	""230059006""	""344796015""	17	""current or former""",
"""5003151000006116""",UNKNOWN,true,"23590	""^ESCTLI500315""	NA	""light cigarette smoker""	""230060001""	""344798019""	17	""current or former""",
"""5003161000006119""",UNKNOWN,true,"14853	""^ESCTMO500316""	NA	""moderate cigarette smoker""	""230062009""	""344801013""	17	""current or former""",
"""5003171000006114""",UNKNOWN,true,"8890	""^ESCTHE500317""	NA	""heavy cigarette smoker""	""230063004""	""344802018""	17	""current or former""",
"""5003181000006112""",UNKNOWN,true,"456	""^ESCTVE500318""	NA	""very heavy cigarette smoker""	""230064005""	""344803011""	17	""current or former""",
"""5003191000006110""",UNKNOWN,true,"2789	""^ESCTCH500319""	NA	""chain smoker""	""230065006""	""344804017""	17	""current or former""",
"""5074201000006119""",UNKNOWN,true,"70	""^ESCTSM507420""	NA	""smokers keratosis""	""235033006""	""352240019""	31	""current or former""",
"""5495901000006112""",UNKNOWN,true,"41	""^ESCTAM549590""	NA	""amount and type of tobacco smoked""	""266918002""	""1225107019""	17	""current or former""",
"""5495941000006114""",UNKNOWN,true,"151	""^ESCTOC549594""	NA	""occasional smoker""	""266920004""	""397733018""	17	""current or former""",
"""5495951000006111""",UNKNOWN,true,"72	""^ESCTOC549595""	NA	""occasional cigarette smoker (less than one cigarette/day)""	""266920004""	""397734012""	17	""current or former""",
"""5496031000006112""",UNKNOWN,true,"11492	""^ESCTEX549603""	NA	""ex-cigarette smoker amount unknown""	""266928006""	""397744014""	17	""current or former""",
"""5550551000006111""",UNKNOWN,true,"24	""^ESCTFT555055""	NA	""ftnd - fagerstrom test for nicotine dependence""	""273453005""	""408879018""	32	""current or former""",
"""5827951000006117""",UNKNOWN,true,"7	""^ESCTAC582795""	NA	""accidental nicotine overdose""	""296352003""	""436758019""	5	""current or former""",
"""5979541000006112""",UNKNOWN,true,"1515	""^ESCTSM597954""	NA	""smoking monitoring call""	""308511002""	""451871018""	31	""current or former""",
"""5979551000006114""",UNKNOWN,true,"83232	""^ESCTSM597955""	NA	""smoking monitoring status""	""308512009""	""451872013""	1	""current or former""",
"""5999811000006115""",UNKNOWN,true,"2349720	""^ESCTSM599981""	NA	""smoking monitoring invitation""	""310429001""	""454002012""	37	""current or former""",
"""6047151000006118""",UNKNOWN,true,"5	""^ESCTTO604715""	NA	""tobacco related optic neuropathy""	""314538009""	""458913015""	31	""current or former""",
"""6217151000006116""",UNKNOWN,true,"2	""^ESCTIN621715""	NA	""intolerant ex-smoker""	""360890004""	""476933013""	17	""current or former""",
"""6217281000006116""",UNKNOWN,true,"47	""^ESCTAG621728""	NA	""aggressive ex-smoker""	""360900008""	""476947012""	17	""current or former""",
"""6252281000006113""",UNKNOWN,true,"1	""^ESCTDE625228""	NA	""details of tobacco chewing""	""363907005""	""487040012""	31	""current or former""",
"""6282311000006115""",UNKNOWN,true,"1	""^ESCTTO628231""	NA	""tobacco use and exposure - finding""	""365980008""	""489482013""	31	""current or former""",
"""6282331000006114""",UNKNOWN,true,"918655	""^ESCTTO628233""	NA	""tobacco smoking behaviour - finding""	""365981007""	""1206652017""	17	""current or former""",
"""6282351000006119""",UNKNOWN,true,"832	""^ESCTSM628235""	NA	""smoking""	""365981007""	""1490791014""	17	""current or former""",
"""6282371000006112""",UNKNOWN,true,"2	""^ESCTTO628237""	NA	""tobacco smoking consumption - finding""	""365982000""	""489484014""	31	""current or former""",
"""6427931000006116""",UNKNOWN,true,"184	""^ESCTSM642793""	NA	""smoking cessation assistance""	""384742004""	""1479064018""	31	""current or former""",
"""6475771000006114""",UNKNOWN,true,"4	""^ESCTNI647577""	NA	""nicotine inhaler""	""387690007""	""1481774015""	31	""current or former""",
"""6649431000006116""",UNKNOWN,true,"4	""^ESCTSM664943""	NA	""smoking cessation program start date""	""401160008""	""1774846018""	17	""current or former""",
"""6718071000006115""",UNKNOWN,true,"14799	""^ESCTCU671807""	NA	""current non smoker but past smoking history unknown""	""405746006""	""2157522017""	17	""current or former""",
"""6764851000006110""",UNKNOWN,true,"1	""^ESCTNI676485""	NA	""nicotine 4mg lozenge""	""408623002""	""2160170015""	31	""current or former""",
"""7230801000006118""",UNKNOWN,true,"18	""^ESCTSM723080""	NA	""smoking cessation behaviour""	""440012000""	""2793849010""	31	""current or former""",
"""7375991000006118""",UNKNOWN,true,"19076	""^ESCTSM737599""	NA	""smokes tobacco daily""	""449868002""	""2912728015""	17	""current or former""",
"""7504551000006112""",UNKNOWN,true,"2	""^ESCTSM750455""	NA	""smoking device""	""698101006""	""2971159010""	31	""current or former""",
"""7507181000006115""",UNKNOWN,true,"91	""^ESCTHO750718""	NA	""hookah pipe smoker""	""698289004""	""2973819016""	17	""current or former""",
"""7507191000006117""",UNKNOWN,true,"12	""^ESCTWA750719""	NA	""water pipe smoker""	""698289004""	""2973829011""	17	""current or former""",
"""7559591000006110""",UNKNOWN,true,"74	""^ESCTTO755959""	NA	""tobacco use cessation education""	""702388001""	""2995195017""	31	""current or former""",
"""7650811000006116""",UNKNOWN,true,"2	""^ESCTAS765081""	NA	""assessment of readiness for smoking cessation""	""709507008""	""3039829017""	31	""current or former""",
"""7696001000006118""",UNKNOWN,true,"110	""^ESCTPA769600""	NA	""patient request for smoking cessation information""	""712829007""	""3285644014""	31	""current or former""",
"""7832461000006113""",UNKNOWN,true,"1	""^ESCTNI783246""	NA	""nicotine user""	""722494001""	""3332489012""	31	""current or former""",
"""7832511000006111""",UNKNOWN,true,"1	""^ESCTCI783251""	NA	""cigar""	""722497008""	""3332496014""	31	""current or former""",
"""7859781000006116""",UNKNOWN,true,"33	""^ESCTHA785978""	NA	""harmful pattern of use of nicotine""	""724697004""	""3445165019""	32	""current or former""",
"""8017571000006117""",UNKNOWN,true,"7670	""^ESCTEX801757""	NA	""ex-smoker for more than 1 year""	""48031000119106""	""3047429015""	17	""current or former""",
"""8061901000006111""",UNKNOWN,true,"5288	""^ESCTAT806190""	NA	""attends practice smoking cessation clinic""	""201931000000109""	""307601000000110""	31	""current or former""",
"""8063181000006116""",UNKNOWN,true,"32835	""^ESCTWA806318""	NA	""wants to stop smoking""	""203191000000107""	""310341000000119""	17	""current or former""",
"""8153371000006117""",UNKNOWN,true,"10256	""^ESCTOC815337""	NA	""occasional tobacco smoker""	""428041000124106""	""3308893017""	17	""current or former""",
"""8190531000006112""",UNKNOWN,true,"4	""^ESCTRE819053""	NA	""referral to nhs (national health service) stop smoking service""	""505281000000106""	""1133211000000119""	40	""current or former""",
"""8221521000006111""",UNKNOWN,true,"12092	""^ESCTSM822152""	NA	""smoking cessation""	""720401000000103""	""1574781000000112""	31	""current or former""",
"""8244731000006115""",UNKNOWN,true,"3	""^ESCTST824473""	NA	""stop smoking invitation text message""	""783381000000101""	""1751841000000113""	37	""current or former""",
"""8299271000006119""",UNKNOWN,true,"363	""^ESCTNU829927""	NA	""number of previous attempts to stop smoking""	""864091000000103""	""2234141000000111""	31	""current or former""",
"""9881001000006114""",UNKNOWN,true,"1	""^ESCTTO988100""	NA	""tobacco dependence caused by cigarettes""	""16077091000119107""	""3475785019""	5	""current or former""",
"""11793611000006110""",UNKNOWN,true,"11	""^ESCT1179361""	NA	""smoking cessation behaviour support""	""384742004""	""3513200015""	31	""current or former""",
"""11904991000006116""",UNKNOWN,true,"27989	""^ESCT1190499""	NA	""occasional cigarette smoker""	""230059006""	""344797012""	17	""current or former""",
"""12024741000006113""",UNKNOWN,true,"1	""^ESCT1202474""	NA	""monitoring of smoking cessation therapy""	""765000002""	""3656018015""	31	""current or former""",
"""12024761000006112""",UNKNOWN,true,"1087	""^ESCT1202476""	NA	""monitoring of smoking cessation therapy declined""	""765001003""	""3656019011""	37	""current or former""",
"""12452041000006114""",UNKNOWN,true,"4	""^ESCT1245204""	NA	""refuses stop smoking monitor""	""185790002""	""285792013""	31	""current or former""",
"""12626191000006119""",UNKNOWN,true,"441	""^ESCT1262619""	NA	""vba (very brief advice) on smoking""	""1110791000000100""	""2779491000000117""	17	""current or former""",
"""12626391000006117""",UNKNOWN,true,"43585	""^ESCT1262639""	NA	""qof (quality and outcomes framework) smoking quality indicator-related care invitation""	""1110971000000101""	""2779921000000110""	37	""current or former""",
"""12734401000006119""",UNKNOWN,true,"4260	""^ESCT1273440""	NA	""qof (quality and outcomes framework) smoking quality indicator-related care invitation using preferred method of communication""	""143461000000103""	""1628391000000113""	37	""current or former""",
