"MedCodeId"	"CleansedReadCode"	"Term"
"212061000006119"	"G380.00"	"postoperative transmural myocardial infarction anterior wall"
"212071000006114"	"G381.00"	"postoperative transmural myocardial infarction inferior wall"
"212091000006110"	"G383.00"	"postoperative transmural myocardial infarction unspec site"
"455422014"	"G384.00"	"postoperative subendocardial myocardial infarction"
"455423016"	"G38z.00"	"postoperative myocardial infarction, unspecified"
"362461000006119"	"Gyu3400"	"[x]acute transmural myocardial infarction of unspecif site"
"300881018"	"Gyu3500"	"[x]subsequent myocardial infarction of other sites"
"300882013"	"Gyu3600"	"[x]subsequent myocardial infarction of unspecified site"
"1576271000006117"	""	"cause of death- myocardial infarction"
"1576301000006115"	""	"cause of death- acute myocardial infarction"
"1849601000006118"	""	"no fh: myocardial infarction"
"905351000006113"	""	"[rfc] myocardial infarction (mi)"
"932081000006118"	""	"first myocardial infarction"
"256455012"	"3233.00"	"ecg: antero-septal infarct."
"256457016"	"3234.00"	"ecg:posterior/inferior infarct"
"256458014"	"3235.00"	"ecg: subendocardial infarct"
"256459018"	"3236.00"	"ecg: lateral infarction"
"299708014"	"G301000"	"acute anteroapical infarction"
"299719012"	"G30y000"	"acute atrial infarction"
"299742017"	"G312.00"	"coronary thrombosis not resulting in myocardial infarction"
"447324018"	"G309.00"	"acute q-wave infarct"
"458410010"	"G33z500"	"post infarct angina"
"494260016"	"G311.12"	"impending infarction"
"1218860015"	"G30y100"	"acute papillary muscle infarction"
"1229885017"	"G31y100"	"microinfarction of heart"
"1234306015"	"G30y200"	"acute septal infarction"
"3526080018"	""	"mural thrombus of right ventricle following acute myocardial infarction"
"67081000006119"	"G362.00"	"ventricular septal defect as current complication following acute myocardial infarction"
"100681000006116"	"G366.00"	"thrombosis of atrium, auricular appendage, and ventricle as current complications following acute myocardial infarction"
"158601000006116"	"G363.00"	"rupture of cardiac wall without haemopericardium as current complication following acute myocardial infarction"
"158611000006118"	"G364.00"	"rupture of chordae tendinae as current complication following acute myocardial infarction"
"159001000006119"	"G365.00"	"rupture of papillary muscle as current complication following acute myocardial infarction"
"211291000006112"	"C132200"	"postinfarction panhypopituitarism"
"212081000006112"	"G382.00"	"postoperative transmural myocardial infarction other sites"
"216351000006118"	"G501.00"	"post infarction pericarditis"
"408571000006116"	"Gyu3100"	"[x]other current complicatns following acute myocard infarct"
"498031000006112"	"G361.00"	"atrial septal defect as current complication following acute myocardial infarction"
"813961000006116"	"G360.00"	"haemopericardium as current complication following acute myocardial infarction"
"865031000006114"	"790H098"	"infarct myocardiectomy"
"884151000006119"	"G30..99"	"myocardial infarction"
"1741571000006114"	"9hM..00"	"exception reporting - myocardial infarction quality indicators"
"1741581000006112"	"9hM0.00"	"excepted from myocardial infarction quality indicators - informed dissent"
"1741591000006110"	"9hM1.00"	"excepted from myocardial infarction quality indicators - patient unsuitable"
"2515471000006117"	""	"septal infarction by electrocardiogram"
"2729671000000118"	""	"acute transmural myocardial infarction"
"2855301000006112"	""	"myocardial infarction"
"2855341000006114"	""	"mi - myocardial infarction"
"2855351000006111"	""	"myocardial infarct"
"3024781000006112"	""	"past myocardial infarction diagnosed on ecg and/or other special investigation, but currently presenting no symptoms"
"3202711000006110"	""	"anterolateral infarction by ekg"
"3381601000006117"	""	"acute myocardial infarction of anterior wall"
"3427201000006111"	""	"ami - acute myocardial infarction"
"3452181000006112"	""	"acute myocardial infarction of lateral wall"
"3459561000006119"	""	"acute myocardial infarction of apical-lateral wall"
"3551171000006114"	""	"acute myocardial infarction of high lateral wall"
"3565871000006113"	""	"acute myocardial infarction of inferolateral wall"
"3576371000006117"	""	"postmyocardial infarction syndrome"
"3641641000006116"	""	"acute myocardial infarction of anterolateral wall"
"3699921000006110"	""	"acute inferior myocardial infarction"
"3745741000006117"	""	"acute myocardial infarction of inferoposterior wall"
"4586111000006115"	""	"anteroseptal infarction on electrocardiogram"
"4586131000006114"	""	"ecg: anteroseptal infarction"
"4775931000006111"	""	"aborted myocardial infarction"
"5056311000006117"	""	"acute q wave infarction - inferior"
"5056331000006111"	""	"acute q wave infarction - inferolateral"
"5056411000006110"	""	"old anterior myocardial infarction"
"5056421000006119"	""	"old inferior myocardial infarction"
"5056431000006116"	""	"old lateral myocardial infarction"
"5056441000006114"	""	"old posterior myocardial infarction"
"5056461000006113"	""	"mi - silent myocardial infarction"
"5056501000006113"	""	"post-infarction ventricular septal defect"
"5056941000006119"	""	"post-infarction pericarditis"
"5935321000006111"	""	"acute q wave myocardial infarction"
"6043771000006118"	""	"non-q wave myocardial infarction"
"6546751000006118"	""	"first myocardial infarction"
"6651221000006117"	""	"stemi - st elevation myocardial infarction"
"7084801000006112"	""	"mixed myocardial ischaemia and infarction"
"7093091000006111"	""	"recent myocardial infarction"
"7510331000006117"	""	"history of non-st segment elevation myocardial infarction"
"7571581000006113"	""	"acute anterior st segment elevation myocardial infarction"
"7571601000006115"	""	"acute stemi (st elevation myocardial infarction) of anterior wall"
"7571611000006117"	""	"acute st segment elevation myocardial infarction of anterior wall involving right ventricle"
"7572221000006117"	""	"subsequent st segment elevation myocardial infarction of inferior wall"
"7572301000006119"	""	"acute myocardial infarction during procedure"
"7572321000006112"	""	"acute st segment elevation myocardial infarction of inferior wall"
"7572331000006110"	""	"acute stemi (st elevation myocardial infarction) of inferior wall"
"7572341000006117"	""	"acute inferior st segment elevation myocardial infarction"
"7572881000006117"	""	"acute st segment elevation myocardial infarction of inferior wall involving right ventricle"
"7574041000006111"	""	"mitral valve regurgitation due to acute myocardial infarction"
"7574481000006111"	""	"subsequent non-st segment elevation myocardial infarction"
"7574491000006114"	""	"subsequent nstemi (non-st segment elevation myocardial infarction)"
"8011041000006111"	""	"acute myocardial infarction due to right coronary artery occlusion"
"8087551000006113"	""	"history of acute st segment elevation myocardial infarction"
"8087751000006116"	""	"acute st segment elevation myocardial infarction involving left anterior descending coronary artery"
"9843961000006118"	""	"acute st segment elevation myocardial infarction of anterolateral wall"
"9843981000006111"	""	"acute st segment elevation myocardial infarction of lateral wall"
"9843991000006114"	""	"acute st segment elevation myocardial infarction of anteroseptal wall"
"9844011000006119"	""	"acute st segment elevation myocardial infarction of posterior wall"
"9844051000006118"	""	"acute st segment elevation myocardial infarction due to right coronary artery occlusion"
"9868571000006116"	""	"mural thrombus of left ventricle following acute myocardial infarction"
"12122331000006116"	""	"acute st segment elevation myocardial infarction of inferolateral wall"
"12122341000006114"	""	"acute st segment elevation myocardial infarction of inferoposterior wall"
"13930031000006112"	""	"delayed postmyocardial infarction pericarditis"
"13935161000006114"	""	"acute myocardial infarction of right ventricle"
"13935211000006117"	""	"acute myocardial infarction of inferolateral wall with posterior extension"
"13941091000006115"	""	"acute st segment elevation myocardial infarction due to proximal left anterior descending coronary artery occlusion"
"13941111000006112"	""	"acute stemi (st elevation myocardial infarction) due to proximal lad (left anterior descending) coronary artery occlusion"
"13941141000006111"	""	"acute st segment elevation myocardial infarction due to mid left anterior descending coronary artery occlusion"
"13941161000006110"	""	"acute stemi (st elevation myocardial infarction) due to mid lad (left anterior descending) coronary artery occlusion"
"13941211000006118"	""	"acute st segment elevation myocardial infarction due to distal left anterior descending coronary artery occlusion"
"13941231000006112"	""	"acute stemi (st elevation myocardial infarction) due to distal lad (left anterior descending) coronary artery occlusion"
"13945211000006116"	""	"acute st segment elevation myocardial infarction due to occlusion of anterior descending branch of left coronary artery"
"13947721000006111"	""	"acute st segment elevation myocardial infarction due to occlusion of intermediate artery"
"13961451000006111"	""	"acute stemi (st elevation myocardial infarction) due to pda (posterior descending artery) branch of rca (right coronary artery) occlusion"
"13961461000006113"	""	"acute st segment elevation myocardial infarction due to occlusion of posterior lateral branch of right coronary artery"
"14015031000006119"	""	"myocardial infarction due to demand ischaemia"
"14057221000006111"	""	"rupture of ventricle due to acute myocardial infarction"
"14132941000006118"	""	"myocardial infarction with non-obstructive coronary artery"
"14132951000006116"	""	"minoca - myocardial infarction with non-obstructive coronary artery"
"14145371000006117"	""	"acute myocardial infarction due to occlusion of circumflex branch of left coronary artery"
"14145451000006115"	""	"acute stemi (st segment elevation myocardial infarction) of apex of heart"
