"medcode"	"readcode"	"desc"
"45955"	"9SAA.11"	"greek (nmo)"
"45947"	"9SAA.00"	"greek/greek cypriot (nmo)"
"24270"	"9SA9.00"	"irish (nmo)"
"26379"	"9SA8.00"	"other asian (nmo)"
"39696"	"9SA7.00"	"indian sub-continent (nmo)"
"99316"	"9SA6.12"	"indo-caribbean (nmo)"
"46818"	"9SA6.11"	"east african asian (nmo)"
"38097"	"9SA6.00"	"e afric asian/indo-carib (nmo)"
"47969"	"9SA5.00"	"other african countries (nmo)"
"25082"	"9SA4.12"	"iranian (nmo)"
"47285"	"9SA4.11"	"north african arab (nmo)"
"24962"	"9SA4.00"	"n african arab/iranian (nmo)"
"93144"	"9SA3.13"	"guyana (nmo)"
"57075"	"9SA3.12"	"west indian (nmo)"
"57094"	"9SA3.11"	"caribbean island (nmo)"
"54593"	"9SA3.00"	"caribbean i./w.i./guyana (nmo)"
"57764"	"9SA2.00"	"brit. ethnic minor. unsp (nmo)"
"32110"	"9SA1.00"	"brit. ethnic minor. spec.(nmo)"
"30280"	"9SA..00"	"other ethnic non-mixed (nmo)"
"24272"	"9S9..00"	"chinese"
"24740"	"9S8..00"	"bangladeshi"
"24690"	"9S7..00"	"pakistani"
"12482"	"9S6..00"	"indian"
"32165"	"9S52.00"	"other black - black/asian orig"
"25623"	"9S51.00"	"other black - black/white orig"
"25676"	"9S5..00"	"black - other, mixed"
"26312"	"9S48.00"	"black black - other"
"35350"	"9S47.00"	"black - other asian"
"48005"	"9S46.00"	"black indian sub-continent"
"57763"	"9S45.12"	"black indo-caribbean"
"57753"	"9S45.11"	"black east african asian"
"47965"	"9S45.00"	"black e afric asia/indo-caribb"
"35412"	"9S44.00"	"black - other african country"
"50286"	"9S43.13"	"black iranian"
"57752"	"9S43.12"	"black arab"
"46812"	"9S43.11"	"black north african"
"41329"	"9S43.00"	"black n african/arab/iranian"
"32100"	"9S42.13"	"black guyana"
"47997"	"9S42.12"	"black west indian"
"47950"	"9S42.11"	"black caribbean"
"57435"	"9S42.00"	"black caribbean/w.i./guyana"
"12452"	"9S41.00"	"black british"
"24339"	"9S4..00"	"black, other, non-mixed origin"
"12778"	"9S3..00"	"black african"
"12632"	"9S2..00"	"black caribbean"
"26310"	"9S14.00"	"other white british ethnic group"
"26467"	"9S13.00"	"white scottish"
"12444"	"9S12.00"	"other white ethnic group"
"24837"	"9S11.00"	"white irish"
"12446"	"9S10.00"	"white british"
"22467"	"9S1..00"	"white"
"12459"	"9iG..00"	"ethnic category not stated - 2001 census"
"26455"	"9iFK.00"	"any other group - ethnic category 2001 census"
"32382"	"9iFJ.00"	"mauritian/seychellois/maldivian/st helena eth cat 2001census"
"12756"	"9iFH.00"	"south and central american - ethnic category 2001 census"
"26246"	"9iFG.00"	"latin american - ethnic category 2001 census"
"25451"	"9iFF.00"	"moroccan - ethnic category 2001 census"
"45964"	"9iFE.00"	"kurdish - ethnic category 2001 census"
"25937"	"9iFD.00"	"iranian - ethnic category 2001 census"
"46964"	"9iFC.00"	"israeli - ethnic category 2001 census"
"28909"	"9iFB.00"	"mid east (excl israeli, iranian & arab) - eth cat 2001 cens"
"47028"	"9iFA.00"	"north african - ethnic category 2001 census"
"46059"	"9iF9.00"	"arab - ethnic category 2001 census"
"49658"	"9iF8.00"	"sikh - ethnic category 2001 census"
"47091"	"9iF7.00"	"muslim - ethnic category 2001 census"
"46063"	"9iF6.00"	"jewish - ethnic category 2001 census"
"56127"	"9iF5.00"	"hindu - ethnic category 2001 census"
"63872"	"9iF4.00"	"buddhist - ethnic category 2001 census"
"12730"	"9iF3.00"	"malaysian - ethnic category 2001 census"
"12420"	"9iF2.00"	"filipino - ethnic category 2001 census"
"12473"	"9iF1.00"	"japanese - ethnic category 2001 census"
"12719"	"9iF0.00"	"vietnamese - ethnic category 2001 census"
"12434"	"9iF..00"	"other - ethnic category 2001 census"
"12468"	"9iE..00"	"chinese - ethnic category 2001 census"
"46047"	"9iD4.00"	"other black or black unspecified ethnic category 2001 census"
"40096"	"9iD3.00"	"mixed black - ethnic category 2001 census"
"40097"	"9iD2.00"	"black british - ethnic category 2001 census"
"32886"	"9iD1.00"	"nigerian - ethnic category 2001 census"
"12443"	"9iD0.00"	"somali - ethnic category 2001 census"
"32389"	"9iD..00"	"other black background - ethnic category 2001 census"
"12350"	"9iC..00"	"african - ethnic category 2001 census"
"12432"	"9iB..00"	"caribbean - ethnic category 2001 census"
"28935"	"9iAA.00"	"other asian or asian unspecified ethnic category 2001 census"
"46056"	"9iA9.00"	"mixed asian - ethnic category 2001 census"
"12653"	"9iA8.00"	"british asian - ethnic category 2001 census"
"32399"	"9iA7.00"	"caribbean asian - ethnic category 2001 census"
"12887"	"9iA6.00"	"sinhalese - ethnic category 2001 census"
"12760"	"9iA5.00"	"tamil - ethnic category 2001 census"
"12608"	"9iA4.00"	"sri lankan - ethnic category 2001 census"
"47077"	"9iA3.00"	"east african asian - ethnic category 2001 census"
"64133"	"9iA2.00"	"kashmiri - ethnic category 2001 census"
"26392"	"9iA1.00"	"punjabi - ethnic category 2001 census"
"12513"	"9iA..00"	"other asian background - ethnic category 2001 census"
"28888"	"9i9..00"	"bangladeshi or british bangladeshi - ethn categ 2001 census"
"12460"	"9i8..00"	"pakistani or british pakistani - ethnic category 2001 census"
"12414"	"9i7..00"	"indian or british indian - ethnic category 2001 census"
"32408"	"9i65.00"	"other mixed or mixed unspecified ethnic category 2001 census"
"47005"	"9i64.00"	"asian and chinese - ethnic category 2001 census"
"12706"	"9i63.00"	"chinese and white - ethnic category 2001 census"
"40110"	"9i62.00"	"black and white - ethnic category 2001 census"
"49940"	"9i61.00"	"black and chinese - ethnic category 2001 census"
"12795"	"9i60.00"	"black and asian - ethnic category 2001 census"
"12873"	"9i6..00"	"other mixed background - ethnic category 2001 census"
"12638"	"9i5..00"	"white and asian - ethnic category 2001 census"
"12437"	"9i4..00"	"white and black african - ethnic category 2001 census"
"12742"	"9i3..00"	"white and black caribbean - ethnic category 2001 census"
"12591"	"9i2T.00"	"other white or white unspecified ethnic category 2001 census"
"28900"	"9i2S.00"	"other mixed white - ethnic category 2001 census"
"12402"	"9i2R.00"	"oth white european/european unsp/mixed european 2001 census"
"26391"	"9i2Q.00"	"mixed irish and other white - ethnic category 2001 census"
"28936"	"9i2P.00"	"other republics former yugoslavia - ethnic categ 2001 census"
"47074"	"9i2N.00"	"serbian - ethnic category 2001 census"
"28866"	"9i2M.00"	"croatian - ethnic category 2001 census"
"46956"	"9i2L.00"	"bosnian - ethnic category 2001 census"
"25422"	"9i2K.00"	"albanian - ethnic category 2001 census"
"26341"	"9i2J.00"	"kosovan - ethnic category 2001 census"
"28973"	"9i2H.00"	"commonwealth (russian) indep states - ethn categ 2001 census"
"12433"	"9i2G.00"	"baltic estonian/latvian/lithuanian - ethn categ 2001 census"
"12467"	"9i2F.00"	"polish - ethnic category 2001 census"
"42290"	"9i2E.00"	"gypsy/romany - ethnic category 2001 census"
"55113"	"9i2D.00"	"traveller - ethnic category 2001 census"
"55223"	"9i2C.00"	"irish traveller - ethnic category 2001 census"
"12412"	"9i2B.00"	"italian - ethnic category 2001 census"
"32413"	"9i2A.00"	"turkish cypriot - ethnic category 2001 census"
"12746"	"9i29.00"	"turkish - ethnic category 2001 census"
"12769"	"9i28.00"	"greek cypriot - ethnic category 2001 census"
"12355"	"9i27.00"	"greek - ethnic category 2001 census"
"32778"	"9i26.00"	"cypriot (part not stated) - ethnic category 2001 census"
"40102"	"9i25.00"	"ulster scots - ethnic category 2001 census"
"42294"	"9i24.00"	"northern irish - ethnic category 2001 census"
"28887"	"9i23.00"	"cornish - ethnic category 2001 census"
"12681"	"9i22.00"	"welsh - ethnic category 2001 census"
"12436"	"9i21.00"	"scottish - ethnic category 2001 census"
"12352"	"9i20.00"	"english - ethnic category 2001 census"
"12421"	"9i2..00"	"other white background - ethnic category 2001 census"
"98213"	"9i10.00"	"white irish - ethnic category 2001 census"
"12532"	"9i1..00"	"irish - ethnic category 2001 census"
"98111"	"9i00.00"	"white british - ethnic category 2001 census"
"12351"	"9i0..00"	"british or mixed british - ethnic category 2001 census"
"60284"	"226Z.00"	"o/e - ethnic group nos"
"32391"	"134P.11"	"race: other"
"46137"	"134P.00"	"race: not stated"
"22953"	"134O.00"	"race: unknown"
"25550"	"134N.00"	"race: white"
"26062"	"134M.00"	"race: pakistani"
"45167"	"134L.00"	"race: afro-caucasian"
"32095"	"134K.00"	"race: west indian"
"30408"	"134J.00"	"race: mixed"
"26348"	"134I.00"	"race: bangladeshi"
"25894"	"134H.00"	"race: afro-caribbean"
"41200"	"134G.00"	"race: oriental"
"41394"	"134F.00"	"race: korean"
"45163"	"134E.00"	"race: japanese"
"32224"	"134D.00"	"race: chinese"
"12875"	"134C.00"	"race: arab"
"12191"	"134B.00"	"race: caucasian"
"45131"	"134A.00"	"west indian origin"
"90712"	"2264"	"o/e - australoid"
"32132"	"2263.11"	"o/e - asian origin"
"66536"	"2263"	"o/e - mongoloid origin"
"24404"	"2262"	"o/e - negroid"
"24945"	"2261"	"o/e - europeanoid"
"47960"	"1349"	"far eastern origin"
"47951"	"1348"	"middle eastern origin"
"45144"	"1347"	"indian origin"
"47975"	"1346"	"australian origin"
"32101"	"1345"	"south american origin"
"41150"	"1344"	"north american origin"
"25801"	"1343"	"asian origin"
"45125"	"1342"	"african origin"
"25656"	"1341"	"european origin"
"11552"	"13e..00"	"country of birth (asian)"
"12458"	"13gf.00"	"born in south africa"
"12713"	"13eG.00"	"born in iraq"
"22294"	"13lZ.00"	"main spoken language turkish"
"24881"	"13lC.00"	"main spoken language polish"
"24921"	"9NU..00"	"need for interpreter"
"25007"	"13eH.00"	"born in israel"
"25008"	"13go.00"	"born in zimbabwe"
"25010"	"9NU1.00"	"interpreter not needed"
"25092"	"13eY.00"	"born in philippines"
"25133"	"13gi.00"	"born in tanzania"
"25256"	"13dl.00"	"born in yugoslavia"
"25410"	"13b0.00"	"vietnamese language"
"25423"	"13lS.00"	"main spoken language albanian"
"25472"	"13l2.00"	"main spoken language cantonese"
"25609"	"13lx.00"	"main spoken language thai"
"25616"	"13lp.00"	"main spoken language malayalam"
"25664"	"13gC.00"	"born in congo"
"25665"	"13l5.00"	"main spoken language french"
"25730"	"13dM.00"	"born in kosovo"
"25752"	"13dC.00"	"born in england"
"25802"	"13l1.00"	"main spoken language bengali"
"25829"	"13lE.00"	"main spoken language punjabi"
"25995"	"13eW.00"	"born in pakistan"
"26078"	"13lP.00"	"main spoken language shona"
"26247"	"13lH.00"	"main spoken language spanish"
"26334"	"13eo.00"	"born in vietnam"
"26335"	"13lb.00"	"main spoken language vietnamese"
"26337"	"13l0.00"	"main spoken language arabic"
"26361"	"13lL.00"	"main spoken language urdu"
"26426"	"13eF.00"	"born in iran"
"26463"	"13dA.00"	"born in czech republic"
"26464"	"13l3.00"	"main spoken language czech"
"28301"	"13dP.00"	"born in lithuania"
"28529"	"13eg.00"	"born in syria"
"30224"	"13gY.00"	"born in niger"
"30606"	"13f5.00"	"born in canada"
"30800"	"13d..00"	"country of birth (european)"
"32053"	"13f..00"	"country of birth (american)"
"32055"	"13d0.00"	"born in albania"
"32058"	"13e8.00"	"born in china"
"32060"	"13e0.00"	"born in afghanistan"
"32061"	"13h0.00"	"born in australia"
"32062"	"13jC.00"	"born in trinidad and tobago"
"32065"	"13db.00"	"born in scotland"
"32067"	"13gJ.00"	"born in ghana"
"32068"	"13gl.00"	"born in uganda"
"32070"	"13eI.00"	"born in japan"
"32072"	"13fL.00"	"born in usa"
"32074"	"13h1.00"	"born in new zealand"
"32075"	"13f3.00"	"born in brazil"
"32076"	"13j6.00"	"born in jamaica"
"32079"	"13g0.00"	"born in algeria"
"32080"	"13dH.00"	"born in greece"
"32081"	"13dF.00"	"born in france"
"32082"	"13eD.00"	"born in india"
"32085"	"13dG.00"	"born in germany"
"32089"	"13j2.00"	"born in barbados"
"32090"	"13fN.00"	"born in venezuela"
"32094"	"13dW.00"	"born in poland"
"32097"	"13de.00"	"born in spain"
"32098"	"13df.00"	"born in sweden"
"32099"	"13gM.00"	"born in ivory coast"
"32102"	"13g..00"	"country of birth (african)"
"32103"	"13di.00"	"born in ukraine"
"32105"	"13dk.00"	"born in wales"
"32108"	"13gV.00"	"born in morocco"
"32111"	"13gZ.00"	"born in nigeria"
"32112"	"13gN.00"	"born in kenya"
"32113"	"13dK.00"	"born in ireland"
"32114"	"13ek.00"	"born in turkey"
"32115"	"13gS.00"	"born in malawi"
"32116"	"13dL.00"	"born in italy"
"32117"	"13dU.00"	"born in northern ireland"
"32119"	"13dc.00"	"born in slovakia"
"32120"	"13fB.00"	"born in grenada"
"32125"	"13e3.00"	"born in bangladesh"
"32127"	"13eb.00"	"born in russia"
"32128"	"13eM.00"	"born in kyrgyzstan"
"32131"	"13j9.00"	"born in st. lucia"
"32135"	"13ej.00"	"born in thailand"
"32139"	"13dD.00"	"born in estonia"
"32140"	"13gU.00"	"born in mauritius"
"32144"	"13ec.00"	"born in saudi arabia"
"32150"	"13dh.00"	"born in the netherlands"
"32157"	"13ed.00"	"born in singapore"
"32158"	"13gG.00"	"born in ethiopia"
"32160"	"13dX.00"	"born in portugal"
"32162"	"13gW.00"	"born in mozambique"
"32166"	"13fJ.00"	"born in peru"
"32167"	"13g5.00"	"born in burundi"
"32168"	"13gn.00"	"born in zambia"
"32169"	"13d7.00"	"born in bulgaria"
"32171"	"13eP.00"	"born in malaysia"
"32173"	"13dE.00"	"born in finland"
"32186"	"13dB.00"	"born in denmark"
"32189"	"13ge.00"	"born in somalia"
"32190"	"13d9.00"	"born in cyprus"
"32197"	"13gd.00"	"born in sierra leone"
"32201"	"13fF.00"	"born in mexico"
"32202"	"13e7.00"	"born in chechnya"
"32207"	"13gI.00"	"born in gambia"
"32217"	"13eT.00"	"born in nepal"
"32220"	"13eC.00"	"born in hong kong"
"32233"	"13gX.00"	"born in namibia"
"32237"	"13gP.00"	"born in liberia"
"32242"	"13dN.00"	"born in latvia"
"32245"	"13ef.00"	"born in sri lanka"
"32254"	"13e6.00"	"born in burma"
"32255"	"13g7.00"	"born in cameroon"
"32260"	"13g1.00"	"born in angola"
"32273"	"13e2.00"	"born in bahrain"
"32293"	"13k4.00"	"born in seychelles"
"32301"	"13j0.00"	"born in antigua and barbuda"
"32303"	"13f7.00"	"born in columbia"
"32304"	"13jB.00"	"born in togo"
"32309"	"13gc.00"	"born in senegal"
"32311"	"13f9.00"	"born in ecuador"
"32313"	"13d2.00"	"born in austria"
"32325"	"13f0.00"	"born in argentina"
"32331"	"13ga.00"	"born in rwanda"
"32333"	"13gE.00"	"born in egypt"
"32342"	"13f4.00"	"born in british guyana"
"32345"	"13dZ.00"	"born in romania"
"32347"	"13gL.00"	"born in guinea republic"
"32352"	"13d4.00"	"born in belgium"
"32361"	"13e1.00"	"born in armenia"
"32369"	"13j4.00"	"born in dominican republic"
"32390"	"13eh.00"	"born in taiwan"
"32397"	"13d6.00"	"born in bosnia - herzegovnia"
"32417"	"13k..00"	"country of birth (pacific)"
"32427"	"13lF.00"	"main spoken language russian"
"32456"	"13lG.00"	"main spoken language somali"
"32688"	"13dI.00"	"born in hungary"
"32728"	"13lD.00"	"main spoken language portuguese"
"32741"	"13gk.00"	"born in tunisia"
"32776"	"13lB.00"	"main spoken language mandarin"
"32807"	"13dg.00"	"born in switzerland"
"36794"	"13gg.00"	"born in sudan"
"36852"	"13lW.00"	"main spoken language japanese"
"36862"	"13lt.00"	"main spoken language serbian"
"36980"	"13lQ.00"	"main spoken language italian"
"37197"	"13gR.00"	"born in madagascar"
"38075"	"13fD.00"	"born in guyana"
"38117"	"13gA.00"	"born in chad"
"39974"	"13dS.00"	"born in moldavia"
"41186"	"9NU0.00"	"interpreter needed"
"41202"	"134Z.00"	"country of origin nos"
"41209"	"13gm.00"	"born in zaire"
"41210"	"13d8.00"	"born in croatia"
"41211"	"13eO.00"	"born in lebanon"
"41213"	"13dV.00"	"born in norway"
"41217"	"13eL.00"	"born in kuwait"
"41228"	"13ee.00"	"born in south korea"
"41230"	"13f2.00"	"born in bolivia"
"41233"	"13d5.00"	"born in belorussia"
"41280"	"13fE.00"	"born in honduras"
"41289"	"13eE.00"	"born in indonesia"
"41290"	"13j3.00"	"born in cuba"
"41291"	"13f6.00"	"born in chile"
"41292"	"13eK.00"	"born in kazakhstan"
"41297"	"13eX.00"	"born in palestine"
"41302"	"13el.00"	"born in turkmenistan"
"41304"	"13dd.00"	"born in slovenia"
"41311"	"13eJ.00"	"born in jordan"
"41312"	"13dJ.00"	"born in iceland"
"41316"	"13g3.00"	"born in botswana"
"41318"	"13g2.00"	"born in benin"
"41327"	"13h..00"	"country of birth (australasian)"
"41337"	"13d3.00"	"born in azerbaijan"
"41341"	"13gQ.00"	"born in libya"
"41344"	"13ep.00"	"born in yemen"
"41350"	"13gh.00"	"born in swaziland"
"41351"	"13eS.00"	"born in mongolia"
"41354"	"13e9.00"	"born in democratic people's republic of korea"
"41356"	"13ea.00"	"born in republic of korea"
"41357"	"13dY.00"	"born in republic of ireland"
"41364"	"13dR.00"	"born in malta"
"41365"	"13gK.00"	"born in guinea bissau"
"41367"	"13fM.00"	"born in uruguay"
"41372"	"13em.00"	"born in united arab emirates"
"41399"	"13fI.00"	"born in paraguay"
"41402"	"13en.00"	"born in uzbekistan"
"42635"	"13k0.00"	"born in fiji"
"42639"	"13eZ.00"	"born in qatar"
"46014"	"13lN.00"	"main spoken language kurdish"
"46029"	"13l8.00"	"main spoken language hindi"
"46325"	"13lY.00"	"main spoken language lithuanian"
"46861"	"13lK.00"	"main spoken language tamil"
"46973"	"13ln.00"	"main spoken language lingala"
"46974"	"13lV.00"	"main spoken language greek"
"47007"	"13li.00"	"main spoken language french creole"
"47029"	"13lO.00"	"main spoken language farsi"
"47086"	"9NUC.00"	"interpreter needed - farsi"
"47399"	"13n2.00"	"reads punjabi"
"47400"	"13n9.00"	"reads cantonese"
"47402"	"13n0.00"	"reads arabic"
"47404"	"13n7.00"	"reads urdu"
"47559"	"13k6.00"	"born in tonga"
"47627"	"13lJ.00"	"main spoken language sylheti"
"47628"	"13ld.00"	"main spoken language amharic"
"47630"	"13lR.00"	"main spoken language german"
"47631"	"13lw.00"	"main spoken language tagalog"
"47641"	"13lI.00"	"main spoken language swahili"
"47643"	"13lu.00"	"main spoken language sinhala"
"47644"	"13ly.00"	"main spoken language tigrinya"
"47646"	"13lm.00"	"main spoken language igbo"
"48002"	"13l6.00"	"main spoken language gujerati"
"48297"	"13k5.00"	"born in solomon islands"
"49402"	"13eB.00"	"born in georgia"
"49907"	"13j..00"	"country of birth (atlantic)"
"50986"	"13b2.00"	"sylhety"
"51778"	"13eV.00"	"born in oman"
"52162"	"13sg.00"	"spanish as a second language"
"52200"	"13b4.00"	"mirpuri language"
"52204"	"13nD.00"	"reads hindi"
"52209"	"13n8.00"	"reads bengali"
"54409"	"13lM.00"	"main spoken language yoruba"
"54410"	"13lT.00"	"main spoken language croatian"
"54413"	"13lc.00"	"main spoken language akan"
"54414"	"13lf.00"	"main spoken language dutch"
"54415"	"13lX.00"	"main spoken language korean"
"54416"	"13l9.00"	"main spoken language iba"
"54417"	"13lv.00"	"main spoken language swedish"
"54448"	"9NUb.00"	"interpreter needed - portuguese"
"54452"	"9NUa.00"	"interpreter needed - polish"
"56879"	"13lh.00"	"main spoken language flemish"
"56977"	"13lz.00"	"main spoken language welsh"
"57186"	"13eA.00"	"born in east timor"
"57189"	"13k7.00"	"born in tuvalu"
"57341"	"13nE.00"	"reads chinese"
"57343"	"13n5.00"	"reads spanish"
"57345"	"13n1.00"	"reads portuguese"
"57462"	"13b3.00"	"creole language"
"57477"	"9NU5.00"	"interpreter needed - arabic"
"57755"	"13ll.00"	"main spoken language hebrew"
"57758"	"13lq.00"	"main spoken language norwegian"
"57765"	"13sc.00"	"russian as a second language"
"58192"	"13j5.00"	"born in haiti"
"58193"	"13l7.00"	"main spoken language hausa"
"58525"	"13nC.00"	"reads french"
"58527"	"13g4.00"	"born in burkina faso"
"58528"	"13n3.00"	"reads russian"
"58531"	"13n4.00"	"reads somali"
"58533"	"13j1.00"	"born in bahamas"
"58537"	"13nF.00"	"reads polish"
"58552"	"13nA.00"	"reads czech"
"58643"	"13lr.00"	"main spoken language pashto"
"59657"	"13gH.00"	"born in gabon"
"59666"	"13b1.00"	"cantonese chinese dialect"
"62049"	"9NUD.00"	"interpreter needed - french"
"62298"	"13e5.00"	"born in brunei"
"63923"	"13fH.00"	"born in panama"
"63927"	"13gj.00"	"born in the gambia"
"63931"	"13sH.00"	"gujarati as a second language"
"63933"	"13sV.00"	"lithuanian as a second language"
"63934"	"13s5.00"	"italian as a second language"
"63937"	"13s8.00"	"czech as a second language"
"63938"	"13sZ.00"	"polish as a second language"
"63939"	"13sB.00"	"german as a second language"
"63940"	"13sD.00"	"french as a second language"
"63941"	"13sQ.00"	"japanese as a second language"
"63943"	"13fA.00"	"born in el salvador"
"63944"	"13sM.00"	"hindi as a second language"
"63945"	"13s6.00"	"chinese as a second language"
